mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_16628,CC1C2CN2CC1=O,3.03151,2.29227,1.53162,1.8404,67.15,-0.2285,-0.025,0.2035,850.0809,0.142749,-363.86551,-363.858287,-363.857343,-363.896918,27.635
gdb_87192,CC1[NH2+]C1(C)CC([O-])=O,3.55135,0.96375,0.88509,6.1455,75.92,-0.2484,0.0243,0.2727,1377.9767,0.170024,-440.31242,-440.302861,-440.301917,-440.346932,35.341
gdb_132487,Cc1cc(cnc1F)N,3.10491,1.33449,0.93962,4.0149,76.51,-0.209,-0.0194,0.1896,1182.2717,0.124793,-442.104572,-442.096379,-442.095435,-442.137311,30.903
gdb_127006,CCOc1cn(nn1)C,6.83831,0.80515,0.73024,2.8987,77.25,-0.218,0.0035,0.2215,1568.5914,0.147467,-435.264027,-435.254877,-435.253932,-435.298846,32.041
gdb_9249,CCC(O)C#CC=O,5.78466,0.765,0.71287,3.0423,73.64,-0.2702,-0.0655,0.2047,1552.0246,0.127307,-383.716046,-383.706479,-383.705535,-383.751583,32.028
gdb_29162,c1c(nc(c(=O)o1)N)N,3.18281,1.47428,1.0088,3.1473,71.31,-0.1937,-0.047,0.1467,1088.225,0.101978,-470.061511,-470.053432,-470.052488,-470.093869,30.606
gdb_76880,CC1C2CCC(C2)C1C,2.14467,1.73911,1.41801,0.1262,90.3,-0.2746,0.0731,0.3477,1113.4818,0.232662,-352.386431,-352.378008,-352.377064,-352.418848,34.983
gdb_68611,OC12CC(OC1)C21CN1,2.3848,1.87005,1.50794,2.3683,71.39,-0.2319,0.0508,0.2827,949.7514,0.148492,-439.020306,-439.012681,-439.011737,-439.051945,30.521
gdb_113713,CC(C#C)N1CC1CO,2.03963,1.53074,1.05594,0.6455,81.64,-0.2253,0.038,0.2633,1214.0225,0.168656,-403.071904,-403.062035,-403.061091,-403.106415,36.839
gdb_83056,CC1C2OC=NC12C#N,2.76746,1.53297,1.268,4.6515,69.89,-0.2705,-0.0146,0.256,1008.6771,0.113268,-416.814583,-416.806907,-416.805963,-416.846847,28.444
gdb_38141,C1OC2C=CC3NC3C12,2.83422,1.83901,1.34596,3.2171,75.79,-0.2367,0.0022,0.2389,966.8644,0.151158,-401.907933,-401.901066,-401.900122,-401.939464,27.569
gdb_60518,CC(C1CO1)C(=O)C=O,2.71911,1.02899,0.9537,0.6581,69.28,-0.2536,-0.102,0.1516,1296.5259,0.132417,-458.955111,-458.94552,-458.944576,-458.99103,32.878
gdb_106885,OCC12CCC1(O2)C=O,2.90883,1.18123,0.98407,1.4623,71.02,-0.2627,-0.0448,0.2179,1213.1815,0.13372,-458.93015,-458.921342,-458.920398,-458.964162,31.975
gdb_99887,CC(CO)(C#N)C1CO1,2.33193,1.29594,1.04774,1.8931,71.68,-0.285,0.0204,0.3054,1196.7502,0.145892,-439.069142,-439.059584,-439.05864,-439.103582,34.622
gdb_23245,CN1C2C1C(=NO)C2O,2.77437,1.34841,1.12097,1.3037,72.72,-0.2379,-0.007,0.2309,1120.8945,0.134439,-455.036241,-455.027554,-455.02661,-455.069379,32.732
gdb_126516,CCCc1cnoc1N,3.18845,0.96787,0.78862,3.8872,78.78,-0.2095,0.0146,0.2241,1472.7042,0.159376,-419.213329,-419.203982,-419.203037,-419.248468,33.897
gdb_22800,ON=C1CCCOC1=N,2.75283,1.45385,1.01521,3.021,75.08,-0.2465,-0.0335,0.213,1147.8429,0.137022,-455.112187,-455.104055,-455.103111,-455.145373,30.683
gdb_57472,CC(C)(O)C1CNC1=O,2.50875,1.4203,1.12775,2.5337,75.22,-0.2504,0.026,0.2764,1157.3625,0.169503,-440.316404,-440.306817,-440.305873,-440.350386,36.306
gdb_123599,C1C2CN1C1=NNC=C21,4.17926,1.65132,1.42372,3.4924,74.17,-0.2236,0.0278,0.2514,905.1714,0.129162,-396.871287,-396.865196,-396.864252,-396.901537,25.281
gdb_120853,CCOC1CC1COC,3.03661,0.72316,0.63044,1.0548,84.68,-0.2418,0.0903,0.332,1878.8816,0.203075,-425.391968,-425.381081,-425.380137,-425.429314,38.094
gdb_78037,CN1C2C(O)CCC12C,2.44344,1.4483,1.27308,2.3859,82.15,-0.2138,0.0676,0.2814,1141.5211,0.193803,-404.330711,-404.321174,-404.32023,-404.364997,36.207
gdb_67494,NC12C3OC3C1C2C#N,2.5747,1.71015,1.2926,6.2651,69.49,-0.255,0.0175,0.2725,979.12,0.112387,-416.723854,-416.716303,-416.715359,-416.755621,29.404
gdb_102255,CNC(CC(N)=O)C#N,2.63216,1.02299,0.76544,4.7026,73.81,-0.2355,0.0055,0.241,1449.6426,0.146778,-435.304155,-435.293894,-435.29295,-435.340361,35.756
gdb_110529,CCC1C2C3OC1C23O,3.67299,1.14037,1.08185,0.8279,74.56,-0.2283,0.0667,0.295,1201.9071,0.158504,-422.952465,-422.944206,-422.943262,-422.985329,32.15
gdb_208,c1c(nco1)N,9.54923,3.68153,2.66498,1.6737,43.75,-0.2057,0.0107,0.2164,455.3577,0.075457,-301.373831,-301.368911,-301.367967,-301.401842,17.986
gdb_24623,c1cc2n(c1)C3(C2)CC3,4.05556,1.38083,1.13167,2.1321,84.51,-0.1957,0.054,0.2497,1092.3012,0.14946,-364.797368,-364.790043,-364.789098,-364.829407,29.205
gdb_51362,O=CCC1C2C3CC3C12,4.13125,0.92012,0.85828,3.0347,79.91,-0.2151,-0.021,0.194,1372.2917,0.158388,-385.811659,-385.803471,-385.802527,-385.84552,31.225
gdb_42701,O=C1C2C3OC4C3C1C24,4.32062,1.64066,1.51919,2.2349,67.36,-0.2426,-0.0117,0.2309,853.7079,0.1151,-420.58019,-420.574588,-420.573644,-420.610105,23.663
gdb_33775,N#CC12CC(C1)CC=C2,3.5575,1.39255,1.1916,4.5212,80.86,-0.2549,-0.006,0.2489,1059.2679,0.150407,-364.828724,-364.821546,-364.820602,-364.86003,29.228
gdb_132900,Cc1cc(=O)occ1F,3.09096,1.36249,0.95118,3.8522,68.85,-0.2347,-0.0622,0.1725,1129.7955,0.099732,-481.847358,-481.839674,-481.83873,-481.87974,28.537
gdb_13126,OCCC1CNC1=O,3.97023,1.19738,0.98148,3.745,65.16,-0.2489,0.0312,0.2801,1162.7856,0.142211,-401.014699,-401.006169,-401.005225,-401.048378,30.04
gdb_61351,CC(OC(=O)C#C)C#N,3.0354,0.98464,0.87902,4.3652,70.6,-0.2979,-0.0601,0.2378,1326.3858,0.097704,-436.685343,-436.675988,-436.675044,-436.720771,32.119
gdb_99014,C(C(=N)NC(=O)CO)O,5.37709,0.70984,0.63201,3.129,68.28,-0.2705,-0.0367,0.2338,1678.2499,0.134557,-492.310103,-492.300376,-492.299432,-492.34567,34.105
gdb_132745,Cc1cccc(c1F)O,2.27899,1.81197,1.01573,0.9813,75.51,-0.2209,0.0008,0.2217,1109.9218,0.124129,-445.928374,-445.920323,-445.919378,-445.961031,30.634
gdb_17437,CC1N2C3CC1(C)C23,2.68243,2.5494,1.86232,1.7925,74.11,-0.2296,0.0836,0.3132,829.3136,0.16573,-327.869677,-327.862286,-327.861342,-327.900728,29.328
gdb_23712,c1cc(ncc1F)N,5.77148,1.50387,1.1942,2.5861,64.34,-0.2114,-0.0232,0.1882,909.9919,0.097355,-402.809032,-402.802666,-402.801722,-402.839351,24.895
gdb_32650,CCn1ccnc1C#N,1.96947,1.87993,1.03642,5.7833,78.52,-0.2452,-0.0366,0.2086,1129.371,0.126197,-396.985752,-396.977557,-396.976612,-397.019344,29.488
gdb_113001,CCC1CC(C=O)C1C,2.45025,1.02721,0.91538,3.0126,86.3,-0.243,-0.0208,0.2223,1435.132,0.204057,-388.297109,-388.286851,-388.285907,-388.332979,37.427
gdb_71317,OC12CC3C1C(C#N)C23,3.45188,1.48065,1.1945,4.9337,73.62,-0.2735,0.03,0.3035,1015.9158,0.124519,-400.686381,-400.679006,-400.678062,-400.718095,28.839
gdb_42903,O=C1N2CC2C11CCC1,2.92222,1.54728,1.28264,3.8686,75.53,-0.2399,-0.0106,0.2294,1035.9316,0.148409,-401.916759,-401.909054,-401.90811,-401.949134,29.614
gdb_111346,OCC1C2CC2C11CO1,2.45186,1.40999,1.05597,2.4696,74.85,-0.2496,0.0645,0.3141,1171.842,0.158714,-422.96157,-422.953168,-422.952224,-422.994723,32.255
gdb_98084,COC(=O)C(=O)C(C)O,3.34043,1.00094,0.83945,2.7788,66.77,-0.2677,-0.0838,0.1839,1379.7165,0.132266,-496.137917,-496.127665,-496.12672,-496.174268,34.928
gdb_98634,CCC(=O)C1CC(=O)C1,5.07078,0.77591,0.74419,3.6573,77.69,-0.2473,-0.0234,0.2239,1560.7135,0.156421,-423.060977,-423.05139,-423.050446,-423.097095,34.078
gdb_105009,CNC1(CC1)C(N)C#N,1.96489,1.42427,1.19841,3.4057,79.08,-0.2341,0.0341,0.2682,1183.9764,0.171051,-399.307212,-399.297287,-399.296343,-399.341959,36.607
gdb_51372,O=CNC1C2C3NC3C12,4.33332,1.08114,0.98615,5.4703,74.47,-0.2269,0.037,0.2639,1198.7898,0.137181,-417.935965,-417.928521,-417.927577,-417.968332,29.053
gdb_47717,N=C1OCCOC11CC1,2.50771,1.826,1.19713,2.7598,74.11,-0.241,0.0198,0.2608,1042.2865,0.148781,-439.077811,-439.070034,-439.06909,-439.110276,30.289
gdb_43287,O=C1C=CC2=CCOC12,3.11347,1.70328,1.15036,4.5198,77.33,-0.2285,-0.0718,0.1567,1001.9402,0.114074,-420.643629,-420.636839,-420.635895,-420.674966,26.23
gdb_68226,CC12CC(O1)C1CC1C2,3.11572,1.63015,1.40732,1.6281,80.86,-0.2364,0.0839,0.3202,1018.0264,0.184592,-387.081985,-387.074516,-387.073572,-387.113232,31.476
gdb_110793,OCC1C2NC(=O)NC12,2.61847,1.45129,1.22336,3.6189,67.5,-0.232,0.0507,0.2827,1057.9523,0.13789,-455.163248,-455.155092,-455.154148,-455.196549,30.747
gdb_132911,Cc1c(coc(=O)n1)F,3.10322,1.42617,0.98302,4.5786,64.66,-0.2576,-0.0817,0.176,1085.8157,0.087445,-497.898207,-497.890513,-497.889569,-497.930996,27.802
gdb_115773,COC1CCC1CC=O,3.15377,0.89686,0.76912,3.4224,80.44,-0.2449,-0.0166,0.2283,1525.5384,0.180346,-424.21459,-424.204608,-424.203664,-424.25104,35.025
gdb_123980,C1c2c(nn[nH]2)OC=N1,3.89446,1.68924,1.18677,3.8739,63.8,-0.2387,-0.0169,0.2218,930.9961,0.093339,-448.924443,-448.918283,-448.917339,-448.955215,23.516
gdb_57711,CC(C)(COC=O)C#N,3.49026,0.83363,0.80618,0.5492,74.01,-0.2959,-0.0095,0.2864,1453.4943,0.144791,-439.126515,-439.116383,-439.115438,-439.162341,35.285
gdb_93099,CC1CC=CCC1(C)O,2.12747,1.65764,1.19881,1.177,86.01,-0.2387,0.0294,0.2681,1160.1693,0.205538,-388.317296,-388.307862,-388.306918,-388.350446,37.656
gdb_39694,C1CC11C2C3C2C2C3C12,3.66052,1.65363,1.52642,0.1121,81.6,-0.2175,0.0904,0.3079,939.8189,0.161548,-348.691144,-348.684731,-348.683787,-348.721528,28.055
gdb_89245,OC1CC2(O)C3OC2C13,3.04855,1.62216,1.27852,2.1392,66.97,-0.2407,0.0641,0.3048,982.4208,0.136264,-458.897616,-458.890399,-458.889455,-458.928996,29.5
gdb_41318,C1CC23OC=NC2CC13,3.26163,1.75717,1.37803,1.778,74.7,-0.2366,0.0175,0.2541,953.6234,0.150356,-401.93945,-401.932696,-401.931751,-401.970569,27.421
gdb_81030,CC1C2CC1(C)CCC2,2.30242,1.65823,1.23869,0.0735,91.54,-0.2659,0.0806,0.3466,1169.0801,0.231083,-352.37098,-352.362159,-352.361214,-352.403456,36.277
gdb_47136,N=C1OCC=C1C1CC1,3.33135,1.3147,1.02445,2.712,82.34,-0.2337,-0.0222,0.2115,1173.6093,0.149463,-401.964604,-401.956846,-401.955902,-401.997078,29.996
gdb_94289,CC1OCC11C2CCN12,2.89941,1.48301,1.20218,2.3329,78.26,-0.2353,0.0734,0.3086,1098.4124,0.171201,-403.080267,-403.072064,-403.07112,-403.11303,31.643
gdb_46376,N=C1OCC1CN1CC1,4.02443,0.8732,0.78703,2.1943,77.85,-0.2437,0.0287,0.2724,1469.293,0.159865,-419.168527,-419.159965,-419.159021,-419.20283,31.323
gdb_90698,CC1OC2C1C=CC2=O,3.54532,1.36643,1.08642,4.623,75.19,-0.232,-0.0563,0.1757,1107.3015,0.136528,-421.840848,-421.833213,-421.832268,-421.873145,29.059
gdb_14506,CC1(C=O)C2CC1O2,4.00717,1.8421,1.47115,2.9103,65.19,-0.2349,-0.0279,0.207,858.6237,0.128987,-383.673563,-383.666217,-383.665273,-383.705173,27.649
gdb_12957,OC1C2NC(=N)C12O,2.72939,2.21868,1.73842,1.0848,59.57,-0.2414,0.0081,0.2495,794.4322,0.106909,-415.80734,-415.799939,-415.798995,-415.838734,27.923
gdb_94848,CC1CCC2(CCO2)C1,3.43844,1.1012,1.0298,1.5621,85.3,-0.2356,0.0764,0.3119,1306.9114,0.206793,-388.298753,-388.289839,-388.288894,-388.333206,34.348
gdb_132452,NC1=CN=C(F)NC1=N,3.29524,1.37817,0.97261,1.6629,70.75,-0.1951,-0.0207,0.1744,1097.9813,0.103064,-474.198127,-474.19075,-474.189806,-474.229786,28.913
gdb_50507,O=CC1CCC(C1)C=O,4.3098,0.79838,0.71206,1.4593,78.12,-0.2539,-0.0346,0.2193,1533.7761,0.158602,-423.06107,-423.052092,-423.051148,-423.096508,31.967
gdb_84410,CC1N=CN(C=N)C1=N,3.18751,1.31565,0.99162,2.3072,79.51,-0.2423,-0.0286,0.2136,1184.7005,0.137392,-414.217941,-414.209559,-414.208615,-414.251217,30.776
gdb_35049,N#CC1C2COC=NC12,2.43692,1.73417,1.61913,4.7508,69.32,-0.2554,-0.0046,0.2508,909.3828,0.115009,-416.814286,-416.806984,-416.80604,-416.846544,26.927
gdb_109195,OCC1=CCC(C1)C#C,5.08077,0.81124,0.72713,1.822,84.47,-0.2312,0.0283,0.2595,1534.9214,0.158133,-385.864774,-385.855448,-385.854503,-385.899203,34.509
gdb_13480,C1CN(C1=O)C(=O)N,3.49178,1.93599,1.26549,1.6357,59.98,-0.2629,-0.0131,0.2498,897.059,0.107847,-415.930716,-415.922996,-415.922051,-415.963409,27.173
gdb_88035,CC1NC11COC1C#N,2.39447,1.36048,1.08115,3.0938,73.09,-0.2683,-0.01,0.2582,1164.3459,0.135287,-417.968225,-417.959554,-417.95861,-418.002006,31.386
gdb_64684,CC1(CC#C)OC1C#N,5.01297,0.87079,0.82479,3.7029,76.13,-0.2784,-0.0073,0.2711,1365.7957,0.120919,-400.708452,-400.699077,-400.698133,-400.742898,33.691
gdb_102840,CCC(CC#C)OC=N,1.85736,1.2515,0.79709,3.2617,83.34,-0.2528,0.0279,0.2807,1463.737,0.167687,-403.119397,-403.10878,-403.107836,-403.155873,37.514
gdb_119870,C1C=C(C(=O)O1)CCO,3.4468,0.98241,0.81434,3.5692,71.72,-0.2629,-0.0418,0.2211,1376.9392,0.136162,-459.009422,-459.000786,-458.999841,-459.043594,30.983
gdb_33313,C#CC#CC1C2CC1C2,6.77441,0.72153,0.70593,1.2279,97.88,-0.2371,-0.014,0.2231,1597.3178,0.135888,-347.449459,-347.441515,-347.440571,-347.482318,30.799
gdb_28394,NC1=CN=C(O)C(=N)O1,3.19773,1.46739,1.00701,4.1852,73.58,-0.1937,-0.0391,0.1545,1089.8076,0.102005,-470.034083,-470.026365,-470.02542,-470.066229,29.656
gdb_129265,N=C1ON=C(CC#N)O1,6.47749,0.92197,0.81111,2.5542,62.11,-0.2722,-0.0315,0.2407,1281.7642,0.07717,-468.798519,-468.790976,-468.790032,-468.831585,26.49
gdb_60945,CC(C=O)N1C2CCC12,2.86763,1.18887,1.02803,2.8493,79.48,-0.2457,-0.0218,0.2239,1240.1301,0.169407,-403.108018,-403.098985,-403.098041,-403.142719,33.277
gdb_107835,OCC12CCC3C(O1)C23,3.29232,1.48672,1.29464,2.3297,73.23,-0.2296,0.0707,0.3003,1029.0906,0.160785,-422.991831,-422.984337,-422.983393,-423.023665,30.229
gdb_72773,OC12CCC1=CC1NC21,2.77049,1.74731,1.48058,1.7145,77.55,-0.2319,0.0024,0.2343,954.5368,0.149199,-401.894798,-401.887521,-401.886577,-401.926001,29.99
gdb_133575,CC1(O)CC1C(F)(F)F,2.78366,1.13457,1.0784,1.4337,57.99,-0.2677,0.0698,0.3374,1149.7184,0.118826,-569.385648,-569.376734,-569.37579,-569.419588,33.151
gdb_115279,CCC1CCC(C)(O)C1,3.35594,0.9236,0.88167,1.2843,88.81,-0.259,0.0689,0.3279,1507.5719,0.228613,-389.520941,-389.51075,-389.509806,-389.556386,39.426
gdb_33815,C#CC12CCC1(N2)C#C,2.26101,1.56527,1.11107,1.9001,85.01,-0.2363,0.0032,0.2395,1118.3862,0.122371,-363.502664,-363.49427,-363.493326,-363.535442,32.529
gdb_106073,CCC12C3CC1=CCN23,2.7063,1.60144,1.39269,0.7314,85.13,-0.2074,-0.0424,0.1649,1049.5072,0.170917,-365.894462,-365.886459,-365.885515,-365.926897,31.695
gdb_62421,OC1(C#C)C2NC2C1=O,2.44823,1.56987,1.35938,3.1776,68.84,-0.2323,-0.036,0.1962,986.3126,0.098034,-436.598394,-436.589967,-436.589023,-436.631341,31.122
gdb_73673,CC12OCOC1CC=C2,2.23117,2.00121,1.49236,1.5791,75.25,-0.2488,0.0119,0.2607,974.5593,0.160609,-423.046936,-423.039218,-423.038274,-423.079124,30.268
gdb_29475,c1c(c2c([nH]1)ocn2)O,3.41995,1.68057,1.12684,2.3385,64.83,-0.1951,0.0091,0.2042,969.2465,0.091318,-452.765963,-452.758815,-452.75787,-452.797468,26.839
gdb_69034,OC12CC1(OC2=O)C#C,2.82162,1.41181,1.17873,4.2761,67.13,-0.256,-0.0205,0.2355,1034.3675,0.086278,-456.5112,-456.503144,-456.502199,-456.543749,30.049
gdb_27155,Cc1c(ocn1)C2CC2,3.03123,1.31346,0.99405,1.9742,80.35,-0.2154,0.0104,0.2258,1211.8211,0.148492,-401.979073,-401.970791,-401.969847,-402.012591,30.605
gdb_88083,CC1OC11CCC2OC12,3.43394,1.25272,1.14772,0.7261,75.01,-0.2539,0.0766,0.3304,1144.9387,0.15913,-423.00747,-422.999408,-422.998464,-423.040017,31.254
gdb_49648,O=CC1C2CC3OC2C13,4.0265,1.38303,1.28825,2.0876,71.19,-0.248,-0.0291,0.2188,990.1235,0.137267,-421.785087,-421.778353,-421.777409,-421.816552,26.763
gdb_75595,CC1=CCCCCC=C1,2.45333,1.36353,1.0091,0.2124,95.33,-0.2202,-0.0002,0.22,1291.8555,0.207651,-351.177873,-351.168952,-351.168007,-351.210941,35.273
gdb_48255,O=CC(CC#N)N1CC1,1.85724,1.4939,0.87018,3.3361,73.4,-0.2601,-0.0472,0.2129,1278.8931,0.134001,-417.993192,-417.984004,-417.98306,-418.028188,32.137
gdb_39865,C1OC11C2NC3C2OC13,3.20926,1.8977,1.54118,0.4177,66.84,-0.2326,0.0526,0.2851,866.3441,0.126416,-437.791101,-437.784955,-437.784011,-437.821468,25.546
gdb_15052,CNC(C#N)C1CO1,3.09486,1.64164,1.20753,3.1541,65.08,-0.2526,0.0249,0.2775,1008.8375,0.13006,-379.892807,-379.884371,-379.883427,-379.926179,29.419
gdb_66077,CC1(NCC1C=O)C#N,2.57816,1.20757,1.1112,2.9223,73.78,-0.2637,-0.0475,0.2162,1164.7541,0.134782,-418.00368,-417.994611,-417.993667,-418.037972,32.476
gdb_82451,CC1C2OC3(C)C2C13C,2.26219,1.77276,1.37778,1.7009,82.15,-0.2197,0.0875,0.3072,1072.1841,0.180667,-387.043033,-387.034008,-387.033064,-387.076025,34.96
gdb_20188,C1C2C3OCOC1C23,3.42015,2.72079,2.06166,1.6854,62.29,-0.2369,0.0834,0.3203,703.7231,0.133679,-383.695614,-383.689892,-383.688948,-383.725213,23.532
gdb_126789,CCn1ncc(n1)C#C,4.59202,0.96657,0.85355,1.0539,82.41,-0.2397,-0.0198,0.2199,1351.9332,0.124709,-396.910586,-396.902125,-396.901181,-396.944783,30.524
gdb_97180,CN=C1CCCC(=O)O1,2.56934,1.38594,0.94058,2.9795,76.74,-0.2566,-0.0116,0.245,1241.7452,0.14778,-439.142408,-439.133672,-439.132728,-439.1768,31.48
gdb_61453,CC(NC(C)=O)C1CN1,2.44829,1.15253,0.8847,3.957,80.07,-0.2318,0.027,0.2588,1393.9439,0.181632,-420.421709,-420.41136,-420.410415,-420.457946,36.901
gdb_2412,CC1C2OC1C2O,5.02232,2.34859,1.96436,1.7702,57.27,-0.2388,0.0633,0.3021,690.9659,0.124389,-345.578846,-345.572337,-345.571393,-345.608816,24.99
gdb_128789,Cn1c(cnn1)COC,3.4156,1.03851,0.80857,5.7617,75.43,-0.2451,0.0064,0.2515,1400.9247,0.147365,-435.251,-435.241733,-435.240789,-435.286265,31.684
gdb_120274,COCC1C2CC2C1O,3.29088,1.09211,0.96208,2.0459,78.78,-0.2424,0.0734,0.3158,1313.1781,0.182532,-424.180577,-424.171532,-424.170587,-424.21444,34.214
gdb_127489,Cn1c(nc(n1)N)C#N,3.2618,1.32252,0.94736,3.8149,73.44,-0.2321,-0.051,0.1811,1156.486,0.102989,-429.089363,-429.081164,-429.08022,-429.122289,29.378
gdb_30988,C(c1c(oc(=O)[nH]1)N)O,3.31763,1.19916,0.90675,4.4033,64.96,-0.1885,0.0294,0.218,1205.6691,0.113045,-491.125924,-491.117181,-491.116237,-491.15956,31.608
gdb_108982,OCC1=CC2CC(C1)O2,3.78191,1.13886,1.01865,1.0138,76.08,-0.2329,0.0054,0.2383,1207.6653,0.160775,-423.006082,-422.998322,-422.997378,-423.038356,30.698
gdb_78708,CC1C2C3C1C=CC23C,3.03579,1.57856,1.23053,0.3556,87.1,-0.2148,0.0206,0.2355,1098.6286,0.183296,-349.935563,-349.927638,-349.926694,-349.967259,32.675
gdb_129350,N=COC1=NOC(=O)O1,7.28902,0.89799,0.80112,3.7065,56.39,-0.2875,-0.0423,0.2452,1285.9873,0.064848,-525.820888,-525.813506,-525.812562,-525.854088,25.187
gdb_33567,C#CC1(CCCC1)C#N,2.28162,1.47456,1.1793,3.8853,81.21,-0.2778,0.0138,0.2916,1127.1801,0.147859,-364.807186,-364.798294,-364.79735,-364.841368,32.866
gdb_60019,CC(C)OC(C)CC=O,2.19756,0.93416,0.74742,3.2172,83.69,-0.2391,-0.0173,0.2218,1626.1865,0.201138,-425.442523,-425.431117,-425.430173,-425.480422,40.231
gdb_125138,Cc1cnoc1C(=N)N,2.59346,1.59027,0.993,1.5917,75.34,-0.2387,-0.0393,0.1995,1139.5132,0.124833,-434.0784,-434.069791,-434.068847,-434.112388,31.364
gdb_75367,CC1=CCC2COC1C2,2.58845,1.70315,1.35682,1.4591,82.98,-0.2267,0.0224,0.2492,1052.7586,0.185534,-387.116879,-387.109187,-387.108243,-387.148747,31.098
gdb_45040,O=C1NC(=O)C2CC2O1,2.56122,1.80431,1.15742,3.346,63.05,-0.2738,-0.0233,0.2504,990.7796,0.102853,-473.890276,-473.883327,-473.882383,-473.922003,26.432
gdb_122701,CCCOC=NC(C)C,5.84129,0.48098,0.46662,2.785,93.28,-0.2445,0.0271,0.2716,2501.0278,0.214114,-405.561129,-405.549442,-405.548498,-405.5996,40.639
gdb_77363,OC1C(COC1=N)C=O,3.01553,1.27752,0.95046,1.4058,66.64,-0.2681,-0.0391,0.229,1173.5211,0.123914,-475.044302,-475.035873,-475.034929,-475.07811,30.313
gdb_91899,CC1=CC(O)CC2NC12,2.33338,1.5235,1.00701,2.0121,81.3,-0.2334,0.0105,0.2439,1209.2298,0.172084,-403.136221,-403.127678,-403.126734,-403.16917,33.37
gdb_26186,CC(C)c1nc(co1)O,3.9633,0.97082,0.93977,1.198,74.62,-0.2126,0.0101,0.2227,1329.2418,0.147223,-439.131419,-439.122428,-439.121484,-439.165714,33.129
gdb_31262,CNc1c([nH]cn1)OC,2.22141,1.53419,0.95948,2.4386,76.25,-0.1719,0.0411,0.213,1234.4528,0.148317,-435.277244,-435.267866,-435.266922,-435.312391,33.176
gdb_86093,CC1CC(C)=CC1C#C,2.41498,1.2931,0.97752,0.9407,90.81,-0.2345,0.0221,0.2566,1306.3777,0.18115,-349.94646,-349.936862,-349.935918,-349.980595,36.519
gdb_44801,O=C1CC2NC12C1CC1,2.79909,1.48907,1.15502,3.4629,76.93,-0.2322,-0.016,0.2162,1098.5668,0.147574,-401.904994,-401.896936,-401.895992,-401.938168,30.796
gdb_127952,CN=C1NN=NC(C)=C1,3.9358,1.14062,0.89419,0.4105,83.78,-0.2236,-0.0636,0.16,1290.903,0.135929,-414.173315,-414.164675,-414.16373,-414.206681,31.491
gdb_98299,CNC(=O)C(O)C1CO1,2.0938,1.48768,0.98677,2.7801,68.69,-0.2579,0.0175,0.2753,1216.4036,0.146532,-476.227641,-476.218153,-476.217209,-476.262608,33.68
gdb_39128,C1C2COC3(CCC3)C12,3.2721,1.41257,1.2671,1.3749,81.87,-0.24,0.0859,0.3258,1093.6096,0.18449,-387.078408,-387.070784,-387.06984,-387.110343,31.099
gdb_91038,CC1CC2C3OC3C12C,2.10514,1.85041,1.54305,1.7327,81.09,-0.248,0.0759,0.324,1026.4487,0.181821,-387.037354,-387.02898,-387.028036,-387.069596,33.519
gdb_46318,N=C1OCC11CCOC1,3.16323,1.274,1.17374,1.7428,72.36,-0.2593,0.022,0.2813,1108.0757,0.149584,-439.084698,-439.076864,-439.07592,-439.117951,29.259
gdb_7886,CC1=CC(O)C(=O)N1,3.72305,1.73842,1.24625,3.5307,63.84,-0.2243,-0.0124,0.2119,944.7047,0.11861,-399.844132,-399.836391,-399.835446,-399.876056,28.635
gdb_35688,C#CC1OCC11COC1,2.51911,1.44697,1.08197,0.1308,73.67,-0.2551,0.0094,0.2646,1125.4213,0.13446,-421.737415,-421.729002,-421.728058,-421.771321,30.653
gdb_128765,Cc1c(nn[nH]1)COC,3.25722,1.09442,0.8512,4.1012,75.54,-0.2411,0.0035,0.2446,1350.7135,0.147693,-435.261093,-435.251881,-435.250937,-435.295989,32.115
gdb_46853,N=C1NCC2CN2C1=O,2.69224,1.82609,1.19727,6.4157,72.1,-0.2417,-0.0362,0.2056,1001.0319,0.12667,-434.064909,-434.057493,-434.056549,-434.096766,28.636
gdb_41347,C1OC2CC3CCC12C3,2.91719,1.79001,1.48924,1.864,80.42,-0.2425,0.0745,0.317,970.1171,0.186908,-387.081432,-387.074697,-387.073752,-387.112099,29.008
gdb_36871,C1CN1CC2=CCOC2,4.45552,0.86493,0.82746,2.6588,82.57,-0.2251,0.0188,0.244,1459.3541,0.171237,-403.112683,-403.103989,-403.103044,-403.147323,31.619
gdb_130020,c1c2c(nc(o2)N)no1,5.49261,1.35219,1.08558,5.7088,63.49,-0.2417,-0.02,0.2216,994.8305,0.080156,-468.797131,-468.7908,-468.789856,-468.827668,24.828
gdb_21325,c1cnnc(n1)C#N,6.17342,1.67668,1.31856,5.4057,61.34,-0.2694,-0.1043,0.1652,819.8218,0.062332,-372.510103,-372.504245,-372.503301,-372.540299,20.787
gdb_59229,CN(C)C1C2NC2C1=O,2.52249,1.43288,1.16514,3.1302,76.45,-0.1968,-0.0209,0.1759,1137.0311,0.158216,-419.149626,-419.140594,-419.13965,-419.183697,33.282
gdb_115163,CCC1OCC(=O)C1O,2.47853,1.3405,1.06159,0.9361,71.17,-0.259,-0.0387,0.2203,1196.6087,0.157966,-460.182956,-460.173862,-460.172918,-460.216973,33.61
